CODIGO,TIPO,CONCEPTO,tipo_catalogo
2101062,,Moneda extranjera,5
210107,,De fianzas,5
2101071,,=+,5
2101072,,Moneda extranjera,5
2102,,DEPOSITOS POR OPERACIONES DE SEGURO,5
210201,,Depósitos para primas de seguros,5
2102011,,Moneda nacional,5
2102012,,Moneda extranjera,5
210202,,Depósitos para primas de fianzas,5
2102021,,Moneda nacional,5
2102022,,Moneda extranjera,5
210209,,Otros depósitos,5
2102091,,Moneda nacional,5
2102092,,Moneda extranjera,5
2109,,OTRAS OBLIGACIONES CON ASEGURADOS,5
210901,,Dividendos por pagar sobre pólizas,5
2109011,,Moneda nacional,5
2109012,,Moneda extranjera,5
210902,,Cupones y bonos por pagar,5
2109021,,Moneda nacional,5
2109022,,Moneda extranjera,5
210903,,Premios por pagar,5
2109031,,Moneda nacional,5
2109032,,Moneda extranjera,5
210904,,Dotales por pagar,5
2109041,,Moneda nacional,5
2109042,,Moneda extranjera,5
210909,,Otras obligaciones,5
2109091,,Moneda nacional,5
2109092,,Moneda extranjera,5
22,,RESERVAS TECNICAS Y CONTINGENCIAL DE FIANZAS (3),5
2201,,RESERVAS TECNICAS DE SEGUROS DE VIDA,5
220101,,Matemática de vida individual de largo plazo,5
2201011,,Moneda nacional,5
2201012,,Moneda extranjera,5
220102,,De riesgo en curso de vida individual de corto plazo,5
2201021,,Moneda nacional,5
2201022,,Moneda extranjera,5
220103,,De riesgo en curso de vida colectivo,5
2201031,,Moneda nacional,5
2201032,,Moneda extranjera,5
220104,,De riesgos en curso de otros planes,5
2201041,,Moneda nacional,5
2201042,,Moneda extranjera,5
220109,,Adicionales de seguro de vida,5
2201091,,Moneda nacional,5
220109101,,Seguro directo,5
22010910101,,De accidentes,5
22010910102,,De exoneración del pago de primas,5
22010910103,,De extraprimas de riesgos anormales,5
22010910104,,"De dividendos, cupones y bonos sobre pólizas",5
22010910105,,Capitales complementarios,5
22010910109,,Diversas,5
220109102,,Reaseguros tomados,5
22010910201,,De accidentes,5
22010910202,,De exoneración del pago de primas,5
22010910203,,De extraprimas de riesgos anormales,5
22010910204,,"De dividendos, cupones y bonos sobre pólizas",5
22010910205,,Capitales complementarios,5
22010910209,,Diversas,5
220109103,,Coaseguros,5
22010910301,,De accidentes,5
22010910302,,De exoneración del pago de primas,5
22010910303,,De extraprimas de riesgos anormales,5
22010910304,,"De dividendos, cupones y bonos sobre pólizas",5
22010910305,,Capitales complementarios,5
22010910309,,Diversas,5
220109109,,Por seguros con filiales,5
22010910901,,Seguro directo,5
22010910902,,Reaseguros tomados,5
22010910903,,Coaseguros,5
2201092,,Moneda extranjera,5
2202,,RESERVAS MATEMATICAS DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
220201,,Rentas de invalidez y sobrevivencia,5
2202011,,Moneda nacional,5
2202012,,Moneda extranjera,5
220202,,Sepelio,5
2202021,,Moneda nacional,5
2202022,,Moneda extranjera,5
220203,,Otras rentas,5
2202031,,Moneda nacional,5
2202032,,Moneda extranjera,5
220204,,Pensiones,5
2202041,,Moneda nacional,5
2202042,,Moneda extranjera,5
2203,,RESERVAS POR RIESGOS EN CURSO DE ACCIDENTES Y ENFERMEDADES,5
220301,,Salud y hospitalización,5
2203011,,Moneda nacional,5
2203012,,Moneda extranjera,5
220302,,Accidentes personales,5
2203021,,Moneda nacional,5
2203022,,Moneda extranjera,5
220303,,Accidentes viajes aéreos,5
2203031,,Moneda nacional,5
2203032,,Moneda extranjera,5
220304,,Escolares,5
2203041,,Moneda nacional,5
2203042,,Moneda extranjera,5
2204,,RESERVAS POR RIESGOS EN CURSO DE INCENDIO Y LINEAS ALIADAS,5
220401,,Incendios,5
2204011,,Moneda nacional,5
2204012,,Moneda extranjera,5
220402,,Líneas aliadas,5
2204021,,Moneda nacional,5
2204022,,Moneda extranjera,5
2205,,RESERVAS POR RIESGOS EN CURSO DE AUTOMOTORES,5
220501,,Automotores,5
2205011,,Moneda nacional,5
2205012,,Moneda extranjera,5
2206,,RESERVAS POR RIESGOS EN CURSO DE OTROS SEGUROS GENERALES,5
220601,,Rotura de Cristales,5
2206011,,Moneda nacional,5
2206012,,Moneda extranjera,5
220602,,Transporte marítimo,5
2206021,,Moneda nacional,5
2206022,,Moneda extranjera,5
220603,,Transporte aéreo,5
2206031,,Moneda nacional,5
2206032,,Moneda extanjera,5
220604,,Transporte terrestre,5
2206041,,Moneda nacional,5
2206042,,Moneda extranjera,5
220605,,Marítimos casco,5
2206051,,Moneda nacional,5
2206052,,Moneda extranjera,5
220606,,Aviación,5
2206061,,Moneda nacional,5
2206062,,Moneda extranjera,5
220607,,Robo y hurto,5
2206071,,Moneda nacional,5
2206072,,Moneda extranjera,5
220608,,Fidelidad,5
2206081,,Moneda nacional,5
2206082,,Moneda extranjera,5
220609,,Seguro de bancos,5
2206091,,Moneda nacional,5
2206092,,Moneda extranjera,5
220610,,Todo riesgo para contratistas,5
2206101,,Moneda nacional,5
2206102,,Moneda extranjera,5
220611,,Todo riesgo equipo para contratistas,5
2206111,,Moneda nacional,5
2206112,,Moneda extranjera,5
220612,,Rotura de maquinaria,5
2206121,,Moneda nacional,5
2206122,,Moneda extranjera,5
220613,,Montaje contra todo riesgo,5
2206131,,Moneda nacional,5
2206132,,Moneda extranjera,5
220614,,Todo riesgo equipo electrónico,5
2206141,,Moneda nacional,5
2206142,,Moneda extranjera,5
220615,,Calderos,5
2206151,,Moneda nacional,5
2206152,,Moneda extranjera,5
220616,,Lucro cesante por interrupción de negocios,5
2206161,,Moneda nacional,5
2206162,,Moneda extranjera,5
220617,,Lucro cesante rotura de maquinaria,5
2206171,,Moneda nacional,5
2206172,,Moneda extranjera,5
220618,,Responsabilidad civil,5
2206181,,Moneda nacional,5
2206182,,Moneda extranjera,5
220619,,Riesgos profesionales,5
2206191,,Moneda nacional,5
2206192,,Moneda extranjera,5
220620,,Ganadero,5
2206201,,Moneda nacional,5
2206202,,Moneda extranjera,5
220621,,Agrícola,5
2206211,,Moneda nacional,5
2206212,,Moneda extranjera,5
220622,,Domiciliario,5
2206221,,Moneda nacional,5
2206222,,Moneda extranjera,5
220623,,Crédito interno,5
2206231,,Moneda nacional,5
2206232,,Moneda extranjera,5
220624,,Crédito a la exportación,5
2206241,,Moneda nacional,5
2206242,,Moneda extranjera,5
220625,,Misceláneos,5
2206251,,Moneda nacional,5
2206252,,Moneda extranjera,5
2207,,RESERVAS POR RIESGOS EN CURSO DE FIANZAS,5
220701,,Fidelidad,5
2207011,,Moneda nacional,5
2207012,,Moneda extranjera,5
220702,,Garantía,5
2207021,,Moneda nacional,5
2207022,,Moneda extranjera,5
220703,,Motorista,5
2207031,,Moneda nacional,5
2207032,,Moneda extranjera,5
2208,,RESERVAS DE PREVISION Y CONTINGENCIAL DE FIANZAS,5
220801,,Contingencial de terremotos,5
2208011,,Moneda nacional,5
2208012,,Moneda extranjera,5
220802,,Para riesgos de seguros especiales,5
2208021,,Moneda nacional,5
2208022,,Moneda extranjera,5
220803,,Extraordinaria para otros riesgos cíclicos o fluctuantes,5
2208031,,Moneda nacional,5
2208032,,Moneda extranjera,5
220804,,Reserva Contingencial de Fianzas (3),5
2208041,,Moneda nacional,5
2208042,,Moneda extranjera,5
220809,,Reservas de previsión pendientes de liquidación,5
2208091,,Moneda nacional,5
2208092,,Moneda extranjera,5
23,,RESERVAS POR SINIESTROS,5
2301,,RESERVAS POR SINIESTROS REPORTADOS,5
230101,,De seguros de vida,5
2301011,,Moneda nacional,5
2301012,,Moneda extranjera,5
230102,,De seguros previsionales rentas y pensiones,5
2301021,,Moneda nacional,5
2301022,,Moneda extranjera,5
230103,,De seguros de accidentes y enfermedades,5
2301031,,Moneda nacional,5
2301032,,Moneda extranjera,5
230104,,De seguros de incendios,5
2301041,,Moneda nacional,5
2301042,,Moneda extranjera,5
230105,,De seguros de automotores,5
2301051,,Moneda nacional,5
2301052,,Moneda extranjera,5
230106,,De otros seguros generales,5
2301061,,Moneda nacional,5
2301062,,Moneda extranjera,5
230107,,De fianzas,5
2301071,,Moneda nacional,5
2301072,,Moneda extranjera,5
2302,,RESERVA POR SINIESTROS NO REPORTADOS,5
230201,,De seguros de vida,5
2302011,,Moneda nacional,5
2302012,,Moneda extranjera,5
230202,,De seguros previsionales rentas y pensiones,5
2302021,,Moneda nacional,5
2302022,,Moneda extranjera,5
230203,,De seguros de accidentes y enfermedades,5
2302031,,Moneda nacional,5
2302032,,Moneda extranjera,5
230204,,De seguros de incendios,5
2302041,,Moneda nacional,5
2302042,,Moneda extranjera,5
230205,,De seguros de automotores,5
2302051,,Moneda nacional,5
2302052,,Moneda extranjera,5
230206,,De otros seguros generales,5
2302061,,Moneda nacional,5
2302062,,Moneda extranjera,5
230207,,De fianzas,5
2302071,,Moneda nacional,5
2302072,,Moneda extranjera,5
24,,SOCIEDADES ACREEDORAS DE SEGUROS Y FIANZAS,5
2401,,OBLIGACIONES EN CUENTA CORRIENTE CON SOCIEDADES DE REASEGURO Y REAFIANZAMIENTO,5
240101,,Con reaseguradoras,5
2401011,,Moneda nacional,5
2401012,,Moneda extranjera,5
240102,,Con reafianzadoras,5
2401021,,Moneda nacional,5
2401022,,Moneda extranjera,5
240103,,Con coaseguradoras(1),5
2401031,,Moneda nacional(1),5
2401032,,Moneda extranjera(1),5
240104,,Con coafianzadoras (1),5
2401041,,Moneda nacional (1),5
2401042,,Moneda extranjera (1),5
240109,,Con filiales,5
2401091,,Monera nacional,5
240109101,,Reaseguradoras,5
240109102,,Reafianzadoras,5
2401092,,Moneda extranjera,5
240109201,,Reaseguradoras,5
240109202,,Reafianzadoras,5
2402,,PRIMAS RETENIDAS A SOCIEDADES DE REASEGURO Y REAFIANZAMIENTO,5
240205,,Por reaseguros cedidos,5
2402051,,Moneda nacional,5
2402052,,Moneda extranjera,5
240206,,Por reafianzamientos cedidos,5
2402061,,Moneda nacional,5
2402062,,Moneda extranjera,5
240209,,Por filiales,5
2402091,,Moneda nacional,5
240209101,,Reaseguro cedido,5
240209102,,Reafianzamiento cedido,5
2402092,,Moneda extranjera,5
240209201,,Reaseguro cedido,5
240209202,,Reafianzamiento cedido,5
2403,,OBLIGACIONES EN CUENTA CORRIENTE CON SOCIEDADES POR SEGUROS Y FIANZAS,5
240301,,Con reaseguradas,5
2403011,,Moneda nacional,5
2403012,,Moneda extranjera,5
240302,,Con coaseguradas,5
2403021,,Moneda nacional,5
2403022,,Moneda extranjera,5
240303,,Con reafianzadas,5
2403031,,Moneda nacional,5
2403032,,Moneda extranjera,5
240304,,Coafianzadas,5
2403041,,Moneda nacional,5
2403042,,Moneda extranjera,5
240309,,Con filiales,5
2403091,,Moneda nacional,5
240309101,,Reaseguradas,5
240309102,,Reafianzadas,5
240309103,,Coaseguradas,5
2403092,,Moneda extranjera,5
240309201,,Reaseguradas,5
240309202,,Reafianzadas,5
240309203,,Coaseguradas,5
25,,OBLIGACIONES FINANCIERAS,5
2501,,OBLIGACIONES CON INSTITUCIONES FINANCIERAS,5
250101,,Sobregiros en cuenta corriente,5
2501011,,Moneda nacional,5
2501012,,Moneda extranjera,5
250102,,Adeudos por préstamos,5
2501021,,Moneda nacional,5
2501022,,Moneda extranjera,5
250109,,Otras obligaciones,5
2501091,,Moneda nacional,5
2501092,,Moneda extranjera,5
2502,,OBLIGACIONES CON INSTITUCIONES FINANCERAS EXTRANJERAS,5
250201,,Sobregiros en cuenta corriente,5
2502012,,Moneda extranjera,5
250202,,Adeudos por préstamos,5
2502022,,Moneda extranjera,5
250209,,Otras obligaciones,5
2502092,,Moneda extranjera,5
2503,,OBLIGACIONES CON INSTITUCIONES NO FINANCIERAS,5
250301,,Adeudos por préstamos,5
2503011,,Moneda nacional,5
2503012,,Moneda extranjera,5
250309,,Otras obligaciones,5
2503091,,Moneda nacional,5
2503092,,Moneda extranjera,5
2504,,OBLIGACIONES POR VALORES TRANSADOS,5
250401,,Obligaciones por valores transados,5
2504011,,Moneda nacional,5
2504012,,Moneda extranjera,5
2506,,OTRAS OBLIGACIONES FINANCIERAS,5
250601,,Cuotas de arrendamiento financiero,5
2506011,,Moneda nacional,5
2506012,,Moneda extranjera,5
250609,,Otras obligaciones financieras,5
2506091,,Moneda nacional,5
2506092,,Moneda extranjera,5
2507,,OBLIGACIONES CON FILIALES LOCALES Y EXTRANJERAS,5
250701,,Adeudos por préstamos de filiales locales,5
2507011,,Moneda nacional,5
2507012,,Moneda extranjera,5
250702,,Adeudos por préstamos de filiales extranjeras,5
2507021,,Moneda nacional,5
2507022,,Moneda extranjera,5
2508,,INTERESES POR PAGAR,5
250801,,A instituciones financieras locales,5
2508011,,Moneda nacional,5
2508012,,Moneda extranjera,5
250802,,A instituciones financeras extranjeras,5
2508021,,Moneda nacional,5
2508022,,Moneda extranjera,5
250803,,A instituciones no financieras,5
2508031,,Moneda nacional,5
2508032,,Moneda extranjera,5
250804,,A filiales,5
2508041,,Moneda nacional,5
2508042,,Moneda extranjera,5
26,,OBLIGACIONES CON INTERMEDIARIOS Y AGENTES,5
2601,,OBLIGACIONES CON INTERMEDIARIOS DE SEGUROS,5
260101,,Comisiones por pagar a intermediarios,5
2601011,,Moneda nacional,5
2601012,,Moneda extranjera,5
260109,,Otras obligaciones con intermediarios,5
2601091,,Moneda nacional,5
2601092,,Moneda extranjera,5
2602,,OBLIGACIONES CON AGENTES,5
260201,,Comisiones por pagar a agentes independientes,5
2602011,,Moneda nacional,5
2602012,,Moneda extranjera,5
260202,,Comisiones por pagar a agentes dependientes,5
2602021,,Moneda nacional,5
2602022,,Moneda extranjera,5
260209,,Otras obligaciones con agentes,5
2602091,,Moneda nacional,5
2602092,,Moneda extranjera,5
2607,,OBLIGACIONES CON FILIALES INTERMEDIARIAS,5
260701,,Comisiones por pagar a filiales intermediarias,5
2607011,,Moneda nacional,5
2607012,,Moneda extranjera,5
260702,,Otras obligaciones con filiales intermediarias,5
2607021,,Moneda nacional,5
2607022,,Moneda extranjera,5
27,,CUENTAS POR PAGAR,5
2701,,"IMPUESTOS, CONTRIBUCIONES Y RETENCIONES",5
270101,,Retenciones,5
2701011,,Moneda nacional,5
270101101,,Impuesto sobre la renta,5
270101103,,Seguro social,5
270101104,,Administradoras de fondos de pensión,5
270101105,,Impuesto de vialidad,5
270101106,,Cuotas de préstamos,5
270101107,,Embargos,5
270101108,,Cuotas alimenticias,5
270101109,,Otras retenciones,5
270102,,Impuestos y contribuciones,5
2701021,,Moneda nacional,5
270102101,,Impuesto sobre la renta,5
270102102,,Impuestos municipales,5
270102103,,Seguro social,5
270102105,,Fondos de pensiones,5
270102106,,Contribuciones especiales por ley – Plan de seguridad ciudadana-Grandes Contribuyentes (4),5
270102109,,Otros impuestos y contribuciones,5
2702,,REMUNERACIONES POR PAGAR,5
270201,,Vacaciones por pagar,5
2702011,,Moneda nacional,5
270202,,Remuneraciones por pagar,5
2702021,,Moneda nacional,5
270203,,Honorarios por pagar,5
2702031,,Moneda nacional,5
2702032,,Moneda extranjera,5
270204,,Dietas por pagar,5
2702041,,Moneda nacional,5
270205,,Aguinaldos y bonificaciones,5
2702051,,Moneda nacional,5
2706,,OTRAS CUENTAS POR PAGAR,5
270601,,Proveedores,5
2706011,,Moneda nacional,5
2706012,,Moneda extranjera,5
270602,,Alquileres por pagar,5
2706021,,Moneda nacional,5
2706022,,Moneda extranjera,5
270603,,Dividendos por pagar,5
2706031,,Moneda nacional,5
2706032,,Moneda extranjera,5
270604,,Sobrantes de caja y valores,5
2706041,,Moneda nacional,5
2706042,,Moneda extranjera,5
270609,,Diversas,5
2706091,,Moneda nacional,5
2706092,,Moneda extranjera,5
2707,,CUENTAS POR PAGAR A FILIALES,5
270701,,Cuentas por pagar a filiales locales,5
2707011,,Moneda nacional,5
2707012,,Moneda extranjera,5
270702,,Cuentas por pagar a filiales extranjeras,5
2707021,,Moneda nacional,5
2707022,,Moneda extranjera,5
28,,PROVISIONES,5
2801,,PROVISION POR OBLIGACIONES LABORALES,5
280101,,Provisión por Obligaciones Laborales,5
2801010,,Provisión por Obligaciones Laborales,5
2802,,PROVISION POR CONTINGENCIAS,5
280201,,Provisión para contingencias,5
2802010,,Provisión para contingencias,5
29,,OTROS PASIVOS,5
2901,,INGRESOS DIFERIDOS,5
290101,,Primas percibidas no devengadas por seguros,5
2901011,,Moneda nacional,5
2901012,,Moneda extranjera,5
290102,,Primas percibidas no devengadas por afianzamientos,5
2901021,,Moneda nacional,5
2901022,,Moneda extranjera,5
290103,,Comisiones diferidas,5
2901031,,Moneda nacional,5
2901032,,Moneda extranjera,5
290104,,Alquileres cobrados por anticipado,5
2901041,,Moneda nacional,5
2901042,,Moneda extranjera,5
290105,,Ingresos percibidos no devengados por reportos,5
2901051,,Moneda nacional,5
2901052,,Moneda extranjera,5
290109,,Diversos,5
2901091,,Moneda nacional,5
2901092,,Moneda extranjera,5
2904,,DEBITO FISCAL - IVA,5
290401,,Débito fiscal - IVA,5
2904011,,Moneda nacional,5
2907,,OTROS PASIVOS CON FILIALES,5
290701,,Ingresos diferidos,5
2907011,,Moneda nacional,5
2907012,,Moneda extranjera,5
3,,PATRIMONIO,5
31,,CAPITAL SOCIAL,5
3101,,CAPITAL PAGADO,5
3101010,,Capital suscrito,5
3101020,,Capital suscrito no pagado (Cr.),5
3101030,,Capital asignado a sucursales,5
32,,DEROGADA (5),5
3201,,DEROGADA (5),5
3201010,,Derogada (5),5
3201020,,Derogada (5),5
33,,APORTE SOCIAL,5
3301,,APORTE PAGADO,5
3301010,,Aporte suscrito,5
3301020,,Aporte suscrito no pagado (Cr.),5
34,,DEROGADA (5),5
3401,,DEROGADA (5),5
3401010,,Derogada (5),5
35,,RESERVAS DE CAPITAL,5
3501,,RESERVAS OBLIGATORIAS,5
3501010,,Reserva legal,5
3501020,,Reservas estatutarias,5
3502,,RESERVAS VOLUNTARIAS,5
3502010,,Reservas voluntarias,5
36,,PATRIMONIO RESTRINGIDO,5
3601,,REVALUACIONES,5
3601010,,Revaluación de inmuebles,5
3601020,,Revaluación de participaciones,5
3602,,UTILIDADES NO DISTRIBUIBLES,5
3602010,,Utilidades no distribuibles,5
3603,,DIVERSOS,5
3603010,,Donaciones,5
3603020,,Premios,5
3603030,,Recuperaciones de activos,5
38,,RESULTADOS ACUMULADOS,5
3801,,RESULTADOS DEL EJERCICIO,5
3801010,,Utilidades,5
3801020,,Pérdidas (Cr.),5
3802,,RESULTADOS DE EJERCICIOS ANTERIORES,5
3802010,,Utilidades,5
3802020,,Pérdidas (Cr.),5
4,,GASTOS,5
41,,SINIESTROS,5
4101,,DE SEGUROS DE VIDA,5
4101010,,Individual de largo plazo,5
4101020,,Vida individual de corto plazo,5
4101030,,Colectivo,5
4101040,,Otros planes,5
4102,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
4102010,,Rentas de invalidez y sobrevivencia,5
4102020,,Sepelio,5
4102030,,Otras rentas,5
410203001,,Seguros directos,5
41020300101,,Rentas ciertas,5
41020300102,,Rentas temporales,5
41020300103,,Rentas vitalicias,5
41020300104,,Otros planes,5
410203002,,Reaseguros tomados,5
410203003,,Coaseguros,5
410203009,,Seguros con filiales,5
41020300901,,Seguros directos,5
41020300902,,Reaseguros tomados,5
41020300903,,Coaseguros,5
4102040,,Pensiones,5
4103,,DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
4103010,,Salud y hospitalización,5
4103020,,Accidentes personales,5
4103030,,Accidentes viajes aéreos,5
4103040,,Escolares,5
4104,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
4104010,,Incendios,5
4104020,,Líneas aliadas,5
4105,,DE SEGUROS DE AUTOMOTORES,5
4105010,,Automotores,5
4106,,DE OTROS SEGUROS GENERALES,5
4106010,,Rotura de Cristales,5
4106020,,Transporte marítimo,5
4106030,,Transporte aéreo,5
4106040,,Transporte terrestre,5
4106050,,Marítimos casco,5
4106060,,Aviación,5
4106070,,Robo y hurto,5
4106080,,Fidelidad,5
4106100,,Todo riesgo para contratistas,5
4106110,,Todo riesgo equipo para contratistas,5
4106120,,Rotura de maquinaria,5
4106130,,Montaje contra todo riesgo,5
4106140,,Todo riesgo equipo electrónico,5
4106150,,Calderos,5
4106160,,Lucro cesante por interrupción de negocios,5
4106170,,Lucro cesante rotura de maquinaria,5
4106180,,Responsabilidad civil,5
4106190,,Riesgos profesionales,5
4106200,,Ganadero,5
4106210,,Agrícola,5
4106220,,Domiciliario,5
4106230,,Crédito interno,5
4106240,,Crédito a la exportación,5
4106250,,Misceláneos,5
4107,,DE FIANZAS,5
4107010,,Fidelidad,5
4107020,,Garantía,5
4107030,,Motoristas,5
4108,,DOTALES VENCIDAS,5
4109,,RESCATES,5
4110,,GASTOS POR LIQUIDACION DE SINIESTROS DE SEGUROS Y FIANZAS,5
4110010,,DE SEGUROS DE VIDA,5
411001001,,Gastos por liquidación de siniestros de vida invidual de largo plazo,5
411001002,,De vida individual de corto plazo,5
411001003,,Seguro colectivo,5
411001004,,Seguro de vida- otros planes,5
4110020,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
411002001,,Rentas de invalidez y sobrevivencia,5
411002002,,Sepelio,5
411002003,,Otras rentas,5
411002004,,Pensiones,5
411003,,DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
411003001,,Salud y hospitalización,5
411003002,,Accidentes personales,5
411003003,,Accidentes viajes aéreos,5
411003004,,Escolares,5
411004,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
411004001,,Incendios,5
411004002,,Líneas aliadas,5
411005,,DE SEGUROS AUTOMOTORES,5
411005001,,Automotores,5
411006,,DE OTROS SEGUROS GENERALES,5
411006001,,Rotura de Cristales,5
411006002,,Transporte marítimo,5
411006003,,Transporte aéreo,5
411006004,,Transporte terrestre,5
411006005,,Marítimos casco,5
411006006,,Aviación,5
411006007,,Robo y hurto,5
411006008,,Fidelidad,5
411006009,,Seguro de bancos,5
411006010,,Todo riesgo para contratistas,5
411006011,,Todo riesgo equipo para contratistas,5
411006012,,Rotura de maquinaria,5
411006013,,Montaje contra todo riesgo,5
411006014,,Todo riesgo equipo electrónico,5
411006015,,Calderos,5
411006016,,Lucro cesante por interrupción de negocios,5
411006017,,Lucro cesante rotura de maquinaria,5
411006018,,Responsabilidad civil,5
411006019,,Riesgos profesionales,5
411006020,,Ganadero,5
411006021,,Agrícola,5
411006022,,Domiciliario,5
411006023,,Crédito interno,5
411006024,,Crédito a la exportación,5
411006025,,Misceláneos,5
411007,,DE FIANZAS,5
411007001,,Fidelidad,5
411007002,,Garantía,5
411007003,,Motoristas,5
4111,,SALVAMENTOS Y RECUPERACIONES- PARTICIPACION DE OTRAS ENTIDADES,5
411104,,SALVAMENTOS DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
411104001,,Incendios,5
411104002,,Líneas aliadas,5
411105,,SALVAMENTOS DE SEGUROS DE AUTOMOTORES,5
411105001,,Automotores,5
41110500103,,Coaseguradoras,5
41110500104,,Reaseguradoras,5
41110500105,,Retrocesionarias de seguros,5
41110500109,,Filiales,5
4111050010903,,Coaseguradoras,5
4111050010904,,Reaseguradoras,5
4111050010905,,Retrocesionarias de seguros,5
411106,,SALVAMENTOS DE OTROS SEGUROS GENERALES,5
411106001,,Rotura de Cristales,5
411106002,,Transporte marítimo,5
411106003,,Transporte aéreo,5
411106004,,Transporte terrestre,5
411106005,,Marítimos casco,5
411106006,,Aviación,5
411106007,,Robo y hurto,5
411106008,,Fidelidad,5
411106009,,Seguro de bancos,5
411106010,,Todo riesgo para contratistas,5
411106011,,Todo riesgo equipo para contratistas,5
411106012,,Rotura de maquinaria,5
411106013,,Montaje contra todo riesgo,5
411106014,,Todo riesgo equipo electrónico,5
411106015,,Calderos,5
411106016,,Lucro cesante por interrupción de negocios,5
411106017,,Lucro cesante rotura de maquinaria,5
411106018,,Responsabilidad civil,5
411106019,,Riesgos profesionales,5
411106020,,Ganadero,5
411106021,,Agrícola,5
411106022,,Domiciliario,5
411106023,,Crédito interno,5
411106024,,Crédito a la exportación,5
411106025,,Misceláneos,5
411107,,RECUPERACIONES DE FIANZAS,5
411107001,,Fidelidad,5
411107002,,Garantía,5
411107003,,Motoristas,5
42,,PRIMAS CEDIDAS POR REASEGUROS Y REAFIANZAMIENTOS,5
4201,,DE SEGUROS DE VIDA,5
4201010,,Individual de largo plazo,5
4201020,,Vida individual de corto plazo,5
4201030,,Colectivo,5
4201040,,Otros planes,5
4202,,DE SEGUROS PREVISIONALES RENTAS,5
4202010,,Rentas de invalidez y sobrevivencia,5
4202020,,Sepelio,5
4202030,,Otras rentas,5
4202040,,Pensiones,5
4203,,DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
4203010,,Salud y hospitalización,5
4203020,,Accidentes personales,5
4203030,,Accidentes viajes aéreos,5
4203040,,Escolares,5
4204,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
4204010,,Incendios,5
4204020,,Líneas aliadas,5
4205,,DE SEGUROS DE AUTOMOTORES,5
4205010,,Automotores,5
4206,,DE OTROS SEGUROS GENERALES,5
4206010,,Rotura de Cristales,5
4206020,,Transporte marítimo,5
4206030,,Transporte aéreo,5
4206040,,Transporte terrestre,5
4206050,,Marítimos casco,5
4206060,,Aviación,5
4206070,,Robo y hurto,5
4206080,,Fidelidad,5
4206090,,Seguro de bancos,5
4206100,,Todo riesgo para contratistas,5
4206110,,Todo riesgo equipo para contratistas,5
420611004,,Reaseguros cedidos,5
420611005,,Retrocesión de seguros,5
420611009,,Seguros a filiales,5
42061100901,,Reaseguros cedidos,5
42061100902,,Retrocesión de seguros,5
4206120,,Rotura de maquinaria,5
4206130,,Montaje contra todo riesgo,5
4206140,,Todo riesgo equipo electrónico,5
4206150,,Calderos,5
4206160,,Lucro cesante por interrupción de negocios,5
4206170,,Lucro cesante rotura de maquinaria,5
4206180,,Responsabilidad civil,5
4206190,,Riesgos profesionales,5
4206200,,Ganadero,5
4206210,,Agrícola,5
4206220,,Domiciliario,5
4206230,,Crédito interno,5
4206240,,Crédito a la exportación,5
4206250,,Misceláneos,5
4207,,DE FIANZAS,5
4207010,,Fidelidad,5
4207020,,Garantía,5
4207030,,Motoristas,5
43,,GASTO POR INCREMENTO DE RESERVAS TECNICAS Y CONTINGENCIAL DE FIANZAS (3),5
4301,,DE SEGUROS DE VIDA,5
4301010,,Matemáticas de vida individual de largo plazo,5
4301020,,Reserva de riesgo en curso de vida individual de corto plazo,5
4301030,,Reserva de riesgos en curso de vida colectivo,5
4301040,,Reservas de riesgos en curso de otros planes,5
4301090,,Ajuste de reserva adicional de seguro de vida.,5
430109001,,Seguros directos,5
43010900101,,Accidentes,5
43010900102,,Exoneración del pago de primas,5
43010900103,,Extraprimas y riesgos tarados,5
43010900104,,Capitales complementarios,5
43010900105,,"Dividendos, cupones y bonos sobre pólizas",5
43010900109,,Diversas,5
430109002,,Reaseguros tomados,5
430109003,,Coaseguros,5
430109009,,Por operaciones con filiales,5
43010900901,,Seguro directo,5
43010900902,,Reaseguro tomado,5
43010900903,,Coaseguro,5
4302,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
4302010,,Rentas de invalidez y sobrevivencia,5
4302020,,Sepelio,5
4302030,,Otras rentas,5
4302040,,Pensiones,5
4303,,DE RIESGOS EN CURSO DE ACCIDENTES Y ENFERMEDADES,5
4303010,,Salud y hospitalización,5
4303020,,Accidentes personales,5
4303030,,Accidentes viajes aéreos,5
4303040,,Escolares,5
4304,,DE RIESGOS EN CURSO DE INCENDIOS Y LINEAS ALIADAS,5
4304010,,Incendios,5
4304020,,Líneas aliadas,5
4305,,DE RIESGOS EN CURSO DE AUTOMOTORES,5
4305010,,Automotores,5
